gsis,season,pg,base,out,age,reunion,player_move,coach_move,moved,base_av,out_av
00-0030566,2018,DB,0.87847866419295,0.9141048824593129,27,0,0,0,1,0.9920634920634921,0.9861751152073732
00-0030566,2019,DB,0.9141048824593129,0.08405545927209705,28,0,0,0,1,0.9861751152073732,0.6089108910891089
00-0030566,2020,DB,0.08405545927209705,0.07917383820998279,29,0,0,0,0,0.6089108910891089,0.08287292817679558
00-0030572,2015,DB,0.46007259528130673,0.8287037037037037,25,0,0,0,0,0.7578125,0.5958549222797928
00-0030572,2016,DB,0.8287037037037037,0.45695970695970695,26,0,0,0,0,0.5958549222797928,0.4180522565320665
00-0030572,2017,DB,0.45695970695970695,0.49257884972170685,27,0,0,0,1,0.4180522565320665,0.15343915343915343
00-0030572,2018,DB,0.49257884972170685,0.6645569620253164,28,0,0,0,1,0.15343915343915343,0.49539170506912444
00-0030572,2019,DB,0.6645569620253164,0.9315424610051993,29,0,0,0,0,0.49539170506912444,0.4146039603960396
00-0030572,2020,DB,0.9315424610051993,0.22117039586919104,30,0,0,0,0,0.4146039603960396,0.5082872928176796
00-0030573,2015,DL,0.8963039014373717,0.7846938775510204,25,0,0,0,0,0.9392361111111112,0.9736842105263158
00-0030573,2016,DL,0.7846938775510204,0.8264887063655031,26,0,0,0,0,0.9736842105263158,0.9358108108108109
00-0030573,2017,DL,0.8264887063655031,0.8041338582677166,27,0,0,0,1,0.9358108108108109,0.8019169329073482
00-0030573,2018,DL,0.8041338582677166,0.6581858407079646,28,0,0,0,1,0.8019169329073482,0.8519736842105263
00-0030573,2019,DL,0.6581858407079646,0.8807053941908713,29,0,0,0,1,0.8519736842105263,0.8921568627450981
00-0030573,2020,DL,0.8807053941908713,0.882703777335984,30,0,0,0,0,0.8921568627450981,0.921875
00-0030573,2021,DL,0.882703777335984,0.8365200764818356,31,1,1,0,1,0.921875,0.7464788732394366
00-0030574,2015,DL,0.6930184804928131,0.5510204081632653,24,0,0,0,0,,
00-0030575,2015,DB,0.7958257713248639,0.5851851851851851,25,0,0,0,0,0.86328125,0.8886010362694301
00-0030575,2016,DB,0.5851851851851851,0.8507326007326007,26,0,0,0,0,0.8886010362694301,0.7577197149643705
00-0030575,2017,DB,0.8507326007326007,0.5732838589981447,27,0,0,0,0,0.7577197149643705,0.8095238095238095
00-0030575,2018,DB,0.5732838589981447,0.391500904159132,28,0,0,0,0,0.8095238095238095,0.7142857142857143
00-0030575,2019,DB,0.391500904159132,0.7885615251299827,29,0,0,0,0,0.7142857142857143,0.6039603960396039
00-0030575,2020,DB,0.7885615251299827,0.6333907056798623,30,0,0,0,1,0.6039603960396039,0.4951657458563536
00-0030575,2021,DB,0.6333907056798623,0.44271685761047463,31,0,0,0,0,0.4951657458563536,0.625
00-0030576,2015,DL,0.7412731006160165,0.7081632653061225,25,0,0,0,0,0.3472222222222222,0.41776315789473684
00-0030576,2016,LB,0.7081632653061225,0.6344969199178645,26,0,0,0,0,0.41776315789473684,0.27796610169491526
00-0030576,2017,DL,0.6344969199178645,0.26476377952755903,27,0,0,0,1,0.27796610169491526,0.5239616613418531
00-0030577,2015,DL,0.37782340862423,0.48367346938775513,27,0,0,0,0,0.3958333333333333,0.5756578947368421
00-0030577,2016,DL,0.48367346938775513,0.5246406570841889,28,0,0,0,0,0.5756578947368421,0.6959459459459459
00-0030577,2017,DL,0.5246406570841889,0.3720472440944882,29,0,0,0,1,0.6959459459459459,0.329073482428115
00-0030577,2018,DL,0.3720472440944882,0.014380530973451327,30,0,0,0,1,0.329073482428115,0.4934210526315789
00-0030577,2019,DL,0.014380530973451327,0.07780082987551867,31,0,0,0,1,0.4934210526315789,0.1323529411764706
00-0030577,2020,DL,0.07780082987551867,0.22365805168986083,32,1,1,0,1,0.1323529411764706,0.27232142857142855
00-0030578,2015,WR,0.6469465648854962,0.17719298245614035,24,0,0,0,0,0.5164319248826291,0.05454545454545454
00-0030578,2016,WR,0.17719298245614035,0.6713709677419355,25,0,0,0,0,0.05454545454545454,0.4474885844748858
00-0030578,2017,WR,0.6713709677419355,0.5632411067193676,26,0,0,0,1,0.4474885844748858,0.36607142857142855
00-0030578,2018,WR,0.5632411067193676,0.6417322834645669,27,0,0,0,1,0.36607142857142855,0.09917355371900827
00-0030578,2019,WR,0.6417322834645669,0.2883817427385892,28,0,0,0,1,0.09917355371900827,0.4214876033057851
00-0030578,2020,WR,0.2883817427385892,0.5076923076923077,29,0,0,0,0,0.4214876033057851,0.265625
00-0030578,2021,RB,0.5076923076923077,0.9275092936802974,30,0,0,0,1,0.265625,0.5654450261780105
00-0030578,2022,RB,0.9275092936802974,0.7577519379844961,31,0,0,0,0,0.5654450261780105,0.5606936416184971
00-0030578,2023,RB,0.7577519379844961,0.30982905982905984,32,0,0,0,0,0.5606936416184971,0.21818181818181817
00-0030578,2024,RB,0.30982905982905984,0.3528138528138528,33,1,1,0,1,0.21818181818181817,0.1419753086419753
00-0026995,2015,WR,0.9412650602409639,0.916923076923077,27,0,0,0,1,0.9061032863849765,0.8681818181818182
00-0026995,2016,WR,0.916923076923077,0.5805471124620061,28,0,0,0,0,0.8681818181818182,0.8378995433789954
00-0026995,2017,WR,0.5805471124620061,0.6109467455621301,29,0,0,0,1,0.8378995433789954,0.6205357142857143
00-0027170,2015,LB,0.6178756476683938,0.7246753246753247,28,0,0,0,0,,
00-0027904,2015,LB,0.8419689119170984,0.7207792207792207,26,0,0,0,0,,
00-0028018,2015,DB,0.7504537205081669,0.075,27,0,0,0,1,,
00-0028087,2016,RB,0.7070175438596491,0.5604838709677419,26,0,0,0,0,0.7541899441340782,0.2727272727272727
00-0028087,2017,RB,0.5604838709677419,0.9367588932806324,27,0,0,0,0,0.2727272727272727,0.3411764705882353
00-0028087,2018,RB,0.9367588932806324,0.781496062992126,28,0,0,0,1,0.3411764705882353,0.8143712574850299
00-0028087,2019,RB,0.781496062992126,0.5062240663900415,29,0,0,0,0,0.8143712574850299,0.23214285714285715
00-0028087,2020,RB,0.5062240663900415,0.4519230769230769,30,0,0,0,1,0.23214285714285715,0.2591623036649215
00-0028311,2015,DL,0.36858316221765913,0.27448979591836736,31,0,0,0,0,,
00-0028409,2016,RB,0.38070175438596493,0.3084677419354839,28,0,0,0,0,,
00-0028411,2016,WR,0.5646153846153846,0.7036474164133738,27,0,0,0,0,0.7045454545454546,0.9452054794520548
00-0028411,2017,WR,0.7036474164133738,0.4630177514792899,28,0,0,0,1,0.9452054794520548,0.5803571428571429
00-0028411,2018,WR,0.4630177514792899,0.5662650602409639,29,1,1,0,1,0.5803571428571429,0.5371900826446281
00-0028411,2019,WR,0.5662650602409639,0.1937869822485207,30,0,0,0,0,0.5371900826446281,0.3305785123966942
00-0028411,2020,WR,0.1937869822485207,0.3123249299719888,31,0,0,0,1,0.3305785123966942,0.3984375
00-0028497,2015,WR,0.4759036144578313,0.816923076923077,26,0,0,0,0,,
00-0028497,2016,WR,0.816923076923077,0.4148936170212766,27,0,0,0,1,,
00-0028497,2017,WR,0.4148936170212766,0.23816568047337278,28,0,0,0,1,,
00-0028932,2018,LB,0.33163265306122447,0.32597402597402597,28,0,0,0,0,,
00-0028932,2019,LB,0.32597402597402597,0.35278514588859416,29,0,0,0,1,,
00-0028932,2020,LB,0.35278514588859416,0.49370277078085645,30,0,0,0,0,,
00-0029112,2015,DL,0.7381930184804928,0.7928571428571428,25,0,0,0,0,,
00-0029289,2017,LB,0.7043795620437956,0.6517857142857143,29,0,0,0,0,0.4271186440677966,0.10666666666666667
00-0029329,2015,DB,0.020871143375680582,0.3472222222222222,25,0,0,0,0,,
00-0029329,2016,DB,0.3472222222222222,0.029304029304029304,26,0,0,0,1,,
00-0029394,2015,WR,0.3102409638554217,0.06307692307692307,25,0,0,0,0,,
00-0029479,2015,LB,0.7642487046632125,0.3233766233766234,26,0,0,0,0,,
00-0029479,2016,LB,0.3233766233766234,0.025547445255474453,27,0,0,0,1,,
00-0029479,2017,LB,0.025547445255474453,0.11479591836734694,28,0,0,0,0,,
00-0029479,2018,LB,0.11479591836734694,0.02987012987012987,29,0,0,0,1,,
00-0029534,2015,TE,0.40988372093023256,0.27900552486187846,26,0,0,0,0,,
00-0029545,2015,LB,0.7525906735751295,0.34675324675324676,26,0,0,0,0,,
00-0029545,2016,LB,0.34675324675324676,0.6034063260340633,27,0,0,0,1,,
00-0029545,2017,LB,0.6034063260340633,0.2181122448979592,28,0,0,0,0,,
00-0029594,2015,LB,0.4740932642487047,0.2636363636363636,25,0,0,0,0,,
00-0029594,2016,LB,0.2636363636363636,0.5583941605839416,26,1,1,0,1,,
00-0029594,2017,LB,0.5583941605839416,0.22704081632653061,27,1,1,0,1,,
00-0029641,2015,DL,0.7741273100616016,0.6744897959183673,26,0,0,0,0,0.7916666666666666,0.8322368421052632
00-0029641,2016,DL,0.6744897959183673,0.6437371663244353,27,0,0,0,0,0.8322368421052632,0.8513513513513513
00-0029641,2017,DL,0.6437371663244353,0.7253937007874016,28,0,0,0,0,0.8513513513513513,0.7635782747603834
00-0029641,2018,DL,0.7253937007874016,0.7057522123893806,29,0,0,0,0,0.7635782747603834,0.8453947368421053
00-0029729,2015,RB,0.08969465648854962,0.156140350877193,26,0,0,0,0,,
00-0029738,2015,TE,0.20348837209302326,0.6685082872928176,29,0,0,0,0,0.3125,0.824
00-0029738,2016,TE,0.6685082872928176,0.3994252873563218,30,0,0,0,0,0.824,0.2890625
00-0029738,2017,TE,0.3994252873563218,0.5188172043010753,31,0,0,0,1,0.2890625,0.5075757575757576
00-0029738,2018,TE,0.5188172043010753,0.4722222222222222,32,0,0,0,1,0.5075757575757576,0.43609022556390975
00-0029738,2019,TE,0.4722222222222222,0.8677248677248677,33,0,0,0,1,0.43609022556390975,0.8432835820895522
00-0029738,2020,TE,0.8677248677248677,0.6420765027322405,34,0,0,0,0,0.8432835820895522,0.6573426573426573
00-0029799,2015,LB,0.28542094455852157,0.09897959183673469,25,0,0,0,0,,
00-0029799,2016,LB,0.09897959183673469,0.13449691991786447,26,0,0,0,1,,
00-0029799,2017,DL,0.13449691991786447,0.18799212598425197,27,0,0,0,1,,
00-0029890,2016,DL,0.16224489795918368,0.32340862422997946,25,0,0,0,0,,
00-0029890,2020,DL,0.49066390041493774,0.2654075546719682,29,0,0,0,0,,
00-0029890,2021,DL,0.2654075546719682,0.31261950286806883,30,0,0,0,0,,
00-0029890,2022,DL,0.31261950286806883,0.41226415094339625,31,0,0,0,0,,
00-0029890,2023,DL,0.41226415094339625,0.43307839388145314,32,0,0,0,0,,
00-0030035,2015,WR,0.2936746987951807,0.2076923076923077,25,0,0,0,0,0.5305164319248826,0.6090909090909091
00-0030035,2016,WR,0.2076923076923077,0.8252279635258358,26,0,0,0,0,0.6090909090909091,0.726027397260274
00-0030035,2017,WR,0.8252279635258358,0.9615384615384616,27,0,0,0,0,0.726027397260274,0.9866071428571429
00-0030035,2018,WR,0.9615384615384616,0.9623493975903614,28,0,0,0,0,0.9866071428571429,0.9958677685950413
00-0030035,2019,WR,0.9623493975903614,0.7130177514792899,29,0,0,0,0,0.9958677685950413,0.7644628099173554
00-0030035,2020,WR,0.7130177514792899,0.9369747899159664,30,0,0,0,0,0.7644628099173554,0.98828125
00-0030035,2021,WR,0.9369747899159664,0.8466666666666667,31,0,0,0,0,0.98828125,0.9343065693430657
00-0030035,2022,WR,0.8466666666666667,0.8441926345609065,32,0,0,0,0,0.9343065693430657,0.9411764705882353
00-0030035,2023,WR,0.8441926345609065,0.8943661971830986,33,0,0,0,1,0.9411764705882353,0.9754098360655737
00-0030035,2024,WR,0.8943661971830986,0.7017291066282421,34,0,0,0,0,0.9754098360655737,0.7569721115537849
00-0030095,2015,WR,0.34036144578313254,0.016923076923076923,25,0,0,0,0,,
00-0030155,2015,TE,0.020348837209302327,0.2154696132596685,24,0,0,0,0,0.1875,0.4
00-0030155,2016,TE,0.2154696132596685,0.46264367816091956,25,0,0,0,0,0.4,0.6953125
00-0030155,2017,TE,0.46264367816091956,0.49731182795698925,26,0,0,0,0,0.6953125,0.7651515151515151
00-0030155,2018,TE,0.49731182795698925,0.553030303030303,27,0,0,0,0,0.7651515151515151,0.9473684210526315
00-0030155,2019,TE,0.553030303030303,0.5264550264550265,28,0,0,0,1,0.9473684210526315,0.6567164179104478
00-0030155,2020,TE,0.5264550264550265,0.12295081967213115,29,1,1,0,1,0.6567164179104478,0.43356643356643354
00-0030283,2015,DB,0.08802177858439202,0.7194444444444444,24,0,0,0,0,,
00-0030283,2016,DB,0.7194444444444444,0.11996336996336997,25,0,0,0,1,,
00-0030500,2020,DL,0.729253112033195,0.45029821073558646,30,0,0,0,1,0.5882352941176471,0.703125
00-0030500,2021,DL,0.45029821073558646,0.3565965583173996,31,0,0,0,0,0.703125,0.7098591549295775
00-0030500,2022,DL,0.3565965583173996,0.25943396226415094,32,0,0,0,1,0.7098591549295775,0.5784883720930233
00-0030500,2023,DL,0.25943396226415094,0.4216061185468451,33,1,1,0,1,0.5784883720930233,0.5253164556962026
00-0030513,2015,RB,0.6202290076335878,0.9315789473684211,25,0,0,0,0,0.5988372093023255,0.8575418994413407
00-0030513,2016,RB,0.9315789473684211,0.907258064516129,26,0,0,0,0,0.8575418994413407,0.7159090909090909
00-0030513,2017,RB,0.907258064516129,0.857707509881423,27,0,0,0,1,0.7159090909090909,0.3352941176470588
00-0030513,2018,RB,0.857707509881423,0.702755905511811,28,0,0,0,0,0.3352941176470588,0.49700598802395207
00-0030513,2019,RB,0.702755905511811,0.7510373443983402,29,0,0,0,1,0.49700598802395207,0.3273809523809524
00-0030513,2020,RB,0.7510373443983402,0.7615384615384615,30,0,0,0,0,0.3273809523809524,0.3507853403141361
00-0030513,2021,RB,0.7615384615384615,0.6003717472118959,31,0,0,0,1,0.3507853403141361,0.3612565445026178
00-0030513,2022,RB,0.6003717472118959,0.75,32,0,0,0,1,0.3612565445026178,0.6763005780346821
00-0030513,2023,RB,0.75,0.5769230769230769,33,1,1,0,1,0.6763005780346821,0.28484848484848485
00-0030656,2015,RB,0.7385496183206107,0.7666666666666667,22,0,0,0,0,,
00-0030656,2016,RB,0.7666666666666667,0.8770161290322581,23,0,0,0,0,,
00-0030656,2017,RB,0.8770161290322581,0.7490118577075099,24,0,0,0,0,,
00-0030656,2018,RB,0.7490118577075099,0.734251968503937,25,0,0,0,1,,
00-0030665,2016,DB,0.3990740740740741,0.9578754578754579,26,0,0,0,0,,
00-0030665,2017,DB,0.9578754578754579,0.9703153988868275,27,0,0,0,0,,
00-0030665,2018,DB,0.9703153988868275,0.35804701627486435,28,0,0,0,0,,
00-0030665,2019,DB,0.35804701627486435,0.7244367417677643,29,0,0,0,0,,
00-0030665,2020,DB,0.7244367417677643,0.9655765920826161,30,0,0,0,0,,
00-0030665,2021,DB,0.9655765920826161,0.8756137479541735,31,0,0,0,0,,
00-0030665,2022,DB,0.8756137479541735,0.23961937716262977,32,0,0,0,1,,
00-0030668,2016,RB,0.7964912280701755,0.6008064516129032,25,0,0,0,0,,
00-0030668,2017,RB,0.6008064516129032,0.49407114624505927,26,0,0,0,0,,
00-0030669,2015,WR,0.32680722891566266,0.6461538461538462,23,0,0,0,0,0.45539906103286387,0.7954545454545454
00-0030669,2016,WR,0.6461538461538462,0.49848024316109424,24,0,0,0,0,0.7954545454545454,0.4977168949771689
00-0030669,2017,WR,0.49848024316109424,0.665680473372781,25,0,0,0,0,0.4977168949771689,0.6339285714285714
00-0030669,2018,WR,0.665680473372781,0.5346385542168675,26,0,0,0,1,0.6339285714285714,0.4834710743801653
00-0030669,2019,WR,0.5346385542168675,0.5340236686390533,27,0,0,0,0,0.4834710743801653,0.41735537190082644
00-0030697,2016,DL,0.286734693877551,0.5574948665297741,25,0,0,0,0,,
00-0030697,2017,DL,0.5574948665297741,0.08956692913385826,26,0,0,0,0,,
00-0030700,2016,LB,0.22987012987012986,0.8527980535279805,24,0,0,0,1,,
00-0030705,2015,RB,0.4064885496183206,0.1631578947368421,23,0,0,0,0,,
00-0030705,2016,RB,0.1631578947368421,0.07862903225806452,24,0,0,0,0,,
00-0030710,2017,TE,0.5718390804597702,0.7204301075268817,26,0,0,0,0,0.7734375,0.8636363636363636
00-0030710,2018,TE,0.7204301075268817,0.9217171717171717,27,0,0,0,1,0.8636363636363636,0.9323308270676691
00-0030710,2019,TE,0.9217171717171717,0.23544973544973544,28,0,0,0,0,0.9323308270676691,0.6268656716417911
00-0030710,2020,TE,0.23544973544973544,0.7213114754098361,29,1,1,0,1,0.6268656716417911,0.38461538461538464
00-0030737,2017,WR,0.19908814589665655,0.11094674556213018,26,0,0,0,0,,
00-0030752,2015,LB,0.022020725388601035,0.5701298701298702,24,0,0,0,0,,
00-0030752,2016,LB,0.5701298701298702,0.25669099756691,25,0,0,0,0,,
00-0030757,2015,DL,0.08213552361396304,0.4122448979591837,24,0,0,0,0,0.13541666666666666,0.19736842105263158
00-0030757,2016,DL,0.4122448979591837,0.22895277207392198,25,0,0,0,0,0.19736842105263158,0.12331081081081081
00-0030757,2017,DL,0.22895277207392198,0.2017716535433071,26,0,0,0,1,0.12331081081081081,0.26198083067092653
00-0030757,2018,DL,0.2017716535433071,0.2643805309734513,27,0,0,0,0,0.26198083067092653,0.3256578947368421
00-0030757,2019,DL,0.2643805309734513,0.2946058091286307,28,0,0,0,1,0.3256578947368421,0.21241830065359477
00-0030757,2020,DL,0.2946058091286307,0.16003976143141152,29,0,0,0,0,0.21241830065359477,0.17857142857142858
00-0030757,2021,DL,0.16003976143141152,0.0621414913957935,30,0,0,0,1,0.17857142857142858,0.4140845070422535
00-0030757,2022,DL,0.0621414913957935,0.5707547169811321,31,0,0,0,1,0.4140845070422535,0.34593023255813954
00-0030757,2023,DL,0.5707547169811321,0.12619502868068833,32,1,1,0,1,0.34593023255813954,0.34810126582278483
00-0030757,2024,DL,0.12619502868068833,0.5227686703096539,33,0,0,0,0,0.34810126582278483,0.2537313432835821
00-0030758,2016,TE,0.3011049723756906,0.05459770114942529,25,0,0,0,0,,
00-0030770,2017,LB,0.12773722627737227,0.4221938775510204,27,0,0,0,1,,
00-0030776,2015,DL,0.6129363449691991,0.560204081632653,24,0,0,0,0,,
00-0030776,2016,DL,0.560204081632653,0.14168377823408623,25,0,0,0,0,,
00-0030776,2017,DL,0.14168377823408623,0.12303149606299213,26,0,0,0,0,,
00-0030776,2018,DL,0.12303149606299213,0.6139380530973452,27,0,0,0,0,,
00-0030780,2015,TE,0.3023255813953488,0.1574585635359116,24,0,0,0,0,,
00-0030801,2016,WR,0.4938461538461538,0.4331306990881459,24,0,0,0,0,,
00-0030801,2017,WR,0.4331306990881459,0.5355029585798816,25,0,0,0,0,,
00-0030802,2015,DB,0.16969147005444646,0.18425925925925926,25,0,0,0,0,,
00-0030821,2015,WR,0.7093373493975904,0.8907692307692308,24,0,0,0,0,,
00-0030821,2016,WR,0.8907692307692308,0.5273556231003039,25,0,0,0,0,,
00-0030821,2017,WR,0.5273556231003039,0.650887573964497,26,0,0,0,0,,
00-0030821,2018,WR,0.650887573964497,0.39759036144578314,27,0,0,0,1,,
00-0030821,2019,WR,0.39759036144578314,0.507396449704142,28,0,0,0,1,,
00-0030855,2015,RB,0.3282442748091603,0.13508771929824562,26,0,0,0,0,,
00-0030860,2015,RB,0.16984732824427481,0.28596491228070176,23,0,0,0,0,,
00-0030860,2016,RB,0.28596491228070176,0.2399193548387097,24,0,0,0,0,,
00-0030860,2017,RB,0.2399193548387097,0.7114624505928854,25,0,0,0,0,,
00-0030874,2015,RB,0.4484732824427481,0.44035087719298244,23,0,0,0,0,0.8953488372093024,0.8994413407821229
00-0030874,2016,RB,0.44035087719298244,0.6129032258064516,24,0,0,0,0,0.8994413407821229,0.9147727272727273
00-0030874,2017,RB,0.6129032258064516,0.4288537549407115,25,0,0,0,0,0.9147727272727273,0.6352941176470588
00-0030874,2018,RB,0.4288537549407115,0.7755905511811023,26,0,0,0,1,0.6352941176470588,0.5988023952095808
00-0030874,2019,RB,0.7755905511811023,0.8713692946058091,27,0,0,0,0,0.5988023952095808,0.7738095238095238
00-0030883,2015,DL,0.08624229979466119,0.5224489795918368,24,0,0,0,0,,
00-0030883,2016,DL,0.5224489795918368,0.5616016427104723,25,0,0,0,0,,
00-0030883,2017,DL,0.5616016427104723,0.3690944881889764,26,0,0,0,0,,
00-0030883,2018,DL,0.3690944881889764,0.288716814159292,27,1,1,0,1,,
00-0030883,2019,DL,0.288716814159292,0.254149377593361,28,1,1,0,1,,
00-0030921,2017,DL,0.18993839835728954,0.43996062992125984,27,0,0,0,0,,
00-0030968,2017,RB,0.038306451612903226,0.045454545454545456,25,0,0,0,0,,
00-0030968,2018,RB,0.045454545454545456,0.10826771653543307,26,0,0,0,1,,
00-0030968,2019,RB,0.10826771653543307,0.014522821576763486,27,0,0,0,1,,
00-0030968,2020,RB,0.014522821576763486,0.16346153846153846,28,0,0,0,0,,
00-0030968,2021,RB,0.16346153846153846,0.1579925650557621,29,0,0,0,0,,
00-0030986,2015,DL,0.007186858316221766,0.44387755102040816,25,0,0,0,0,,
00-0030986,2016,DL,0.44387755102040816,0.662217659137577,26,0,0,0,1,,
00-0030986,2017,DL,0.662217659137577,0.6062992125984252,27,0,0,0,0,,
00-0030986,2018,DL,0.6062992125984252,0.1847345132743363,28,0,0,0,0,,
00-0030990,2015,WR,0.2033132530120482,0.46307692307692305,24,0,0,0,0,0.37089201877934275,0.4090909090909091
00-0030990,2016,WR,0.46307692307692305,0.2933130699088146,25,0,0,0,1,0.4090909090909091,0.182648401826484
00-0030992,2015,TE,0.37209302325581395,0.6988950276243094,24,0,0,0,0,0.34375,0.864
00-0030992,2016,TE,0.6988950276243094,0.1810344827586207,25,0,0,0,1,0.864,0.4453125
00-0030993,2015,LB,0.7577720207253886,0.8558441558441559,22,0,0,0,0,0.2222222222222222,0.7671232876712328
00-0030993,2016,LB,0.8558441558441559,0.33454987834549876,23,0,0,0,0,0.7671232876712328,0.15932203389830507
00-0030993,2017,DL,0.33454987834549876,0.23596938775510204,24,0,0,0,0,0.15932203389830507,0.22044728434504793
00-0030993,2018,LB,0.23596938775510204,0.5415584415584416,25,1,1,0,1,0.22044728434504793,0.10909090909090909
00-0030993,2019,LB,0.5415584415584416,0.39389920424403185,26,0,0,0,0,0.10909090909090909,0.03873239436619718
00-0030993,2020,LB,0.39389920424403185,0.20025188916876574,27,0,0,0,1,0.03873239436619718,0.203125
00-0030994,2015,DL,0.09342915811088295,0.14387755102040817,24,0,0,0,0,,
00-0030994,2016,DL,0.14387755102040817,0.02566735112936345,25,0,0,0,0,,
00-0030995,2015,LB,0.8082901554404145,0.23506493506493506,24,0,0,0,0,,
00-0031000,2015,LB,0.009067357512953367,0.18311688311688312,27,0,0,0,0,,
00-0031001,2016,WR,0.26461538461538464,0.24468085106382978,25,0,0,0,0,0.6363636363636364,0.6073059360730594
00-0031006,2017,DL,0.10677618069815195,0.0718503937007874,26,0,0,0,0,,
00-0031015,2017,DB,0.6565934065934066,0.2755102040816326,26,0,0,0,0,0.39667458432304037,0.29365079365079366
00-0031015,2018,DB,0.2755102040816326,0.1763110307414105,27,0,0,0,1,0.29365079365079366,0.4976958525345622
00-0031015,2019,DB,0.1763110307414105,0.134315424610052,28,0,0,0,1,0.4976958525345622,0.23514851485148514
00-0031015,2020,DB,0.134315424610052,0.11962134251290878,29,0,0,0,0,0.23514851485148514,0.04903314917127072
00-0031016,2016,DB,0.562962962962963,0.7710622710622711,25,0,0,0,0,0.3601036269430052,0.9429928741092637
00-0031016,2017,DB,0.7710622710622711,0.5983302411873841,26,0,0,0,1,0.9429928741092637,0.46825396825396826
00-0031016,2020,DB,0.7045060658578857,0.21858864027538727,29,0,0,0,1,0.620049504950495,0.3335635359116022
00-0031016,2021,DB,0.21858864027538727,0.5343698854337152,30,0,0,0,0,0.3335635359116022,0.5478260869565217
00-0031023,2016,WR,0.3646153846153846,0.7218844984802432,24,0,0,0,0,0.6590909090909091,0.9041095890410958
00-0031040,2015,DL,0.9209445585215605,0.9846938775510204,24,0,0,0,0,0.8518518518518519,0.9769736842105263
00-0031040,2016,DL,0.9846938775510204,1.0,25,0,0,0,0,0.9769736842105263,0.9864864864864865
00-0031040,2017,DL,1.0,0.9557086614173228,26,0,0,0,0,0.9864864864864865,0.9936102236421726
00-0031040,2018,LB,0.9557086614173228,0.9889380530973452,27,0,0,0,1,0.9936102236421726,0.8181818181818182
00-0031040,2019,LB,0.9889380530973452,0.9553941908713693,28,0,0,0,0,0.8181818181818182,0.8450704225352113
00-0031040,2020,LB,0.9553941908713693,0.9840954274353877,29,0,0,0,0,0.8450704225352113,0.840782122905028
00-0031040,2021,LB,0.9840954274353877,0.6089866156787763,30,0,0,0,0,0.840782122905028,0.6037151702786377
00-0031040,2022,LB,0.6089866156787763,0.9150943396226415,31,0,0,0,1,0.6037151702786377,0.8150470219435737
00-0031040,2023,DL,0.9150943396226415,0.997131931166348,32,0,0,0,0,0.8150470219435737,0.9794303797468354
00-0031040,2024,DL,0.997131931166348,0.9653916211293261,33,0,0,0,0,0.9794303797468354,0.7910447761194029
00-0031041,2015,DB,0.9210526315789473,0.46574074074074073,23,0,0,0,0,0.6927083333333334,0.966321243523316
00-0031041,2018,DB,0.7782931354359925,0.9041591320072333,26,0,0,0,0,0.8835978835978836,0.8986175115207373
00-0031041,2019,DB,0.9041591320072333,0.8032928942807626,27,0,0,0,0,0.8986175115207373,0.9777227722772277
00-0031041,2020,DB,0.8032928942807626,0.6540447504302926,28,0,0,0,0,0.9777227722772277,0.9088397790055248
00-0031041,2021,DB,0.6540447504302926,0.4525368248772504,29,1,1,0,1,0.9088397790055248,0.5304347826086957
00-0031045,2015,RB,0.5400763358778626,0.5736842105263158,25,0,0,0,0,0.3081395348837209,0.9385474860335196
00-0031045,2016,RB,0.5736842105263158,0.8487903225806451,26,0,0,0,0,0.9385474860335196,0.8693181818181818
00-0031045,2017,RB,0.8487903225806451,0.9308300395256917,27,0,0,0,0,0.8693181818181818,0.9705882352941176
00-0031045,2018,RB,0.9308300395256917,0.6043307086614174,28,0,0,0,1,0.9705882352941176,0.3652694610778443
00-0031045,2019,RB,0.6043307086614174,0.8008298755186722,29,0,0,0,1,0.3652694610778443,0.5357142857142857
00-0031045,2020,RB,0.8008298755186722,0.573076923076923,30,0,0,0,1,0.5357142857142857,0.3769633507853403
00-0031045,2021,RB,0.573076923076923,0.36988847583643125,31,0,0,0,1,0.3769633507853403,0.35602094240837695
00-0031048,2015,DL,0.3336755646817248,0.4989795918367347,24,0,0,0,0,0.5173611111111112,0.5953947368421053
00-0031048,2016,DL,0.4989795918367347,0.13039014373716631,25,0,0,0,0,0.5953947368421053,0.4391891891891892
00-0031050,2015,LB,0.2603626943005181,0.2532467532467532,23,0,0,0,0,0.1875,0.25
00-0031050,2018,LB,0.5522959183673469,0.5181818181818182,26,1,1,0,1,0.54,0.26545454545454544
00-0031050,2019,LB,0.5181818181818182,0.04111405835543767,27,0,0,0,0,0.26545454545454544,0.007042253521126761
00-0031051,2015,WR,0.7048192771084337,0.8953846153846153,25,0,0,0,0,0.5774647887323944,0.8545454545454545
00-0031051,2016,WR,0.8953846153846153,0.5547112462006079,26,0,0,0,0,0.8545454545454545,0.5251141552511416
00-0031051,2017,WR,0.5547112462006079,0.492603550295858,27,0,0,0,0,0.5251141552511416,0.7098214285714286
00-0031051,2018,WR,0.492603550295858,0.7259036144578314,28,0,0,0,1,0.7098214285714286,0.6363636363636364
00-0031051,2019,WR,0.7259036144578314,0.9171597633136095,29,0,0,0,1,0.6363636363636364,0.9586776859504132
00-0031051,2020,WR,0.9171597633136095,0.6218487394957983,30,0,0,0,0,0.9586776859504132,0.880859375
